coin,totalCurrentValue
build-on-bnb,446.98718949805414
kujira,192.40079046810862
thena,172.4939798804578
mantra-dao,163.5230863092558
popcat,163.02652503896172
grass,162.22321923926626
euler,159.1017789157077
wrapped-quil,155.17322122344868
kamino,152.4222374167059
vectorchat-ai,150.14903504925076
litecoin,149.04727284345054
acolyte-by-virtuals,142.79667917678444
contango,141.9999086363856
instadapp,140.98017312450932
maple,140.91323328206633
ai-rig-complex,140.66793795869455
autonolas,140.46622712228088
woman-yelling-at-cat,138.49702295024406
alphaarc,138.08067374016545
fantom,137.76433691505278
simon-s-cat,137.48061520314485
kaspa,136.00565789453606
zeus-network,135.6468166766457
bittensor,135.0661983215032
paraswap,134.97117653300631
ait-protocol,134.51388013911296
morphware,134.03265389361732
eden,131.80843582353623
drift-protocol,130.9951364875219
self-chain,130.59698190349653
ripple,130.30243611000958
optimism,130.15631266609427
thorchain,129.9809180281792
wojak,129.1367309409457
cartesi,128.96500647715382
cardano,128.41710793340317
layerzero,128.20204940640141
uniswap,127.80614145618065
theta-fuel,127.70792206919435
jito-governance-token,127.59370308302783
woo-network,127.14960479342345
stader,125.89442306809974
sui,125.20406091231817
monkeyhaircut,124.44699987121552
metaplex,124.23270321617366
fetch-ai,124.09131302224154
minimini,123.48024694392679
arbitrum,123.31300918683205
hyperliquid,123.30888877595712
synesis-one,123.13980247980122
graphlinq-protocol,122.95487832764685
clearpool,122.7682957500615
injective-protocol,122.67407214290694
render-token,121.65571446518582
kusama,121.63041302053266
dogecoin,121.47538615363413
mumu-the-bull-3,121.31961197673351
hilo-2,120.85969249417427
send-2,120.67948446558971
flow,120.6420089401632
aptos,120.57426387396447
blur,120.25073251427949
celo,119.91482014369056
pyth-network,119.7916490516274
neur-sh,119.76640901558
helium,119.42404845223899
across-protocol,119.38349380112867
wazirx,119.18685798186925
stellar,118.79140407888413
velodrome-finance,118.11180147889733
celestia,117.8564829874298
filecoin,117.69244828707541
conflux-token,117.33266786090759
aave,117.23742170583273
crown-by-third-time-games,117.23429509666859
meow,117.10669067706138
vanar-chain,117.02796641419236
openserv,116.6100332778319
jupiter-exchange-solana,116.31497647117997
mina-protocol,116.13013935563407
endurance,115.85686160093545
the-open-network,115.67475393746385
astar,115.5875112826093
tron,115.43543331820695
near,114.89643573615635
kerosene,114.77731083964653
sei-network,114.53554727331752
pepe,114.35475402510858
apu-s-club,113.88210345350177
puffer-finance,113.74905538027035
orbit-3,113.72398246148565
mog-coin,112.3069026278767
pocket-network,112.30397583618529
aerodrome-finance,112.2529185768016
raydium,112.07205836445831
mother-iggy,112.02272583264565
blockstack,111.79731733399673
chainlink,111.73701849142364
retardio,111.70304241411017
harrypotterobamasonic10in,111.55291103778615
spx6900,111.30800082974311
akash-network,111.04432181641344
chex-token,110.57853450242015
zignaly,110.55047716723972
cat-in-a-dogs-world,110.5296125641609
meta-2,110.35987674545032
virtual-protocol,109.72724214807918
base-god,109.72132636582513
theta-token,109.56250513257618
ethereum,109.46769313887305
henlo-2,108.89081178549804
banana-gun,108.6907594371131
automata,108.62704003459622
io,108.50885138651985
dream-machine-token,108.46243787672591
livepeer,108.09576788722318
tars-protocol,107.82855318518976
pixels,107.47424031586189
saga-2,107.22166988919795
michicoin,106.94296615367176
rollbit-coin,106.46818587205946
nosana,106.34040498778111
bitcoin,105.11697117412035
chasm-ai,104.56105865426389
solana,104.35268603726195
selfiedogcoin,104.1842625562245
freysa-ai,103.49086097804741
caprisun-monkey,101.36091390335875
dinero-2,101.31412985583843
elastic-finance-token,100.92397144976697
inverse-finance,100.70906110162814
bitget-token,100.61052947732841
spectral,100.49187280897686
echelon-prime,99.71478399329267
dogwifcoin,98.99891857757264
pudgy-penguins,98.61316350943527
peapods-finance,98.32753347501726
swarms,98.31357123447556
liquity,98.14614441091696
vertex-protocol,97.95603035468359
billy,97.53664625931088
only1,97.50049601294158
dymension,96.92140630431032
natix-network,94.81788108098999
heurist,94.68848935370988
heurist,94.68848935370988
media-licensing-token,93.71214348184543
buttholes,93.1632703353628
ava-ai,91.97091332385742
picasso,90.85984876592103
aura-on-sol,90.05106160156923
fwog,90.02259741203835
spectra-finance,89.7798872194287
zero1-labs,89.57533736548085
cow-protocol,89.39462681535286
ethena,89.18952272536204
empyreal,88.64384868300964
dubbz,87.7622372265456
xnet-mobile-2,87.51123375239813
alephium,86.49110431619751
yne,85.7801993424748
dither,85.15088688854749
aixbt,84.93414630312768
sekoia-by-virtuals,83.65136354445974
lock-in,83.28335688016064
non-playable-coin,82.62290231103034
gigachad-2,81.72664376531111
smoking-chicken-fish,81.38920178685903
carbify,81.32756322269175
fartcoin,78.19448542932096
alchemy-pay,76.35759579753396
loomlay,75.68111264923468
duck-ai,73.91805663751758
illuminex,69.8312167141779
iiii-lovvv-youuuu,69.6117808037464
ora-protocol,67.05069663624447
dog-with-apple-in-mouth,58.19734507681655
