coin,totalCurrentValue
dubbz,343.9844933437262
acolyte-by-virtuals,202.3669242478304
smoking-chicken-fish,198.02442465281163
xnet-mobile-2,178.1254385172237
cardano,165.71280337601434
openserv,162.38790719762252
alphaarc,151.87343507728104
selfiedogcoin,144.77161986155122
morphware,141.50989237070937
iiii-lovvv-youuuu,139.1088320143825
empyreal,136.57053295590686
grass,135.62817349236587
billy,129.89078839526698
duck-ai,126.89601861335072
spectral,126.13976292579837
synesis-one,125.51416443927656
aura-on-sol,125.50500431603709
only1,125.44805582264458
ripple,125.05870244166297
loomlay,123.83549186824797
zeus-network,122.35310134281791
aave,121.76166310687081
apu-s-club,121.7482318310542
dog-with-apple-in-mouth,121.60395380704242
euler,121.05977355350288
chainlink,120.65751192332642
chasm-ai,120.12602326972512
mother-iggy,119.26901035031331
jito-governance-token,119.10418629503282
bitget-token,118.92448498764523
caprisun-monkey,117.72881755185678
chex-token,117.3704792063817
fartcoin,116.87843958174841
rollbit-coin,116.86465044549198
base-god,116.48319944907595
stellar,116.31104764459803
non-playable-coin,115.84497885467728
meta-2,115.67496068701786
bitcoin,114.83964406945235
solana,114.83874900905201
instadapp,114.69963479150012
yne,114.69302413378065
harrypotterobamasonic10in,114.63668971916319
neur-sh,114.470347603683
maple,114.33334626773157
ava-ai,114.10253982226466
drift-protocol,113.60758989375437
retardio,113.24115255821141
aerodrome-finance,112.56915158511369
buttholes,112.2758556499199
self-chain,111.75104220422054
nosana,111.63797654898092
tron,111.53635979213693
wazirx,111.38537126943915
wrapped-quil,110.66352272926484
hilo-2,110.57886834505008
dogecoin,110.56321469222998
metaplex,110.55298059850614
helium,110.2750352610721
dither,110.13017299283437
contango,109.44969376074104
dream-machine-token,109.11752500305934
aptos,108.99702042790408
spectra-finance,108.19729809479931
alephium,107.91337695721916
velodrome-finance,107.45789874271296
render-token,107.37803633909112
near,107.11411615760754
arbitrum,107.06531497990031
picasso,107.05900726259009
natix-network,106.81697476927434
zignaly,106.7901200777538
ethereum,106.7715664949206
peapods-finance,106.76827718869202
clearpool,106.76473822245428
paraswap,106.71404864830971
echelon-prime,106.60377571674694
across-protocol,106.38558950880905
woman-yelling-at-cat,106.3238555131057
crown-by-third-time-games,105.56048687477156
raydium,105.51995003012779
uniswap,105.350736468559
freysa-ai,104.99667998935391
dogwifcoin,104.91994179237945
thorchain,104.77536493817897
celo,104.72690722473197
spx6900,104.68076665067196
filecoin,104.57589306095954
monkeyhaircut,104.49002796915975
kamino,103.74472881350384
sui,103.52992210945605
mumu-the-bull-3,103.24302788493522
theta-fuel,103.23537518530283
gigachad-2,102.9074925979666
zero1-labs,102.53506571929
fwog,102.48635158707377
kerosene,102.30986496082535
mina-protocol,102.23224904189959
flow,102.22054421055518
pocket-network,102.20909740130952
fetch-ai,102.15257527829694
kusama,102.14752321117265
lock-in,101.7885011266613
inverse-finance,101.72315921221225
media-licensing-token,101.44994725505434
eden,101.25317407293453
theta-token,101.09833533964128
autonolas,100.81721776928882
heurist,100.7587120514327
heurist,100.7587120514327
tars-protocol,100.51094812071199
livepeer,100.30915601784811
mantra-dao,100.15053371165955
bittensor,100.11343974574552
kaspa,99.85218067141328
cartesi,99.83868896393942
sei-network,99.83331549307982
kujira,99.7786017324564
celestia,99.47950840503474
illuminex,99.36908788150114
ait-protocol,98.96457613977097
woo-network,98.89990601827547
carbify,98.74491169112855
liquity,98.60346699750438
henlo-2,98.22188374493426
injective-protocol,98.18209391813534
sekoia-by-virtuals,98.01057454993624
graphlinq-protocol,97.99243742839349
conflux-token,97.99097891273985
blur,97.96940548908866
automata,97.73459706111142
stader,97.66346670912827
akash-network,97.60484998905105
vertex-protocol,97.33402994100548
pyth-network,96.96788527991448
send-2,96.50022384442138
astar,96.35700052901264
optimism,96.22621425166271
the-open-network,96.14057994316529
pepe,95.96471144563368
popcat,95.48333257269384
cat-in-a-dogs-world,95.47545334903258
blockstack,95.01364127159434
ora-protocol,94.83980578741733
meow,94.59657373021595
elastic-finance-token,94.43819947731019
io,94.42381320112395
swarms,94.36253509851885
pixels,94.30785552783355
jupiter-exchange-solana,94.17476510491777
fantom,93.6678193677316
layerzero,92.92718290597925
wojak,92.6939118455752
dinero-2,92.18644041653647
cow-protocol,92.1054598774228
mog-coin,91.28053856606223
hyperliquid,91.01105935574606
build-on-bnb,90.47911291459485
alchemy-pay,90.47055208690757
litecoin,90.39147151067164
orbit-3,90.22631523613006
endurance,90.20612033031783
minimini,89.84845946485355
virtual-protocol,89.48903722814494
simon-s-cat,89.25135124812616
michicoin,88.99320456159863
ethena,88.92523727645468
puffer-finance,88.91164332769681
vanar-chain,88.33243687263305
dymension,88.03039295119063
banana-gun,87.77794188440822
aixbt,86.41214984639949
pudgy-penguins,86.1036862730306
vectorchat-ai,85.80772020105903
saga-2,85.73952198274033
ai-rig-complex,85.3535064183984
thena,78.4949858983971
