coin,totalCurrentValue
ava-ai,328.56414267480017
spectra-finance,264.24580800667854
aixbt,245.63671841692172
duck-ai,234.6404534976042
freysa-ai,206.0035580960608
iiii-lovvv-youuuu,204.5351734483248
automata,200.46580143304763
euler,182.3882874265856
fwog,177.1708568980073
gigachad-2,174.547264921212
virtual-protocol,173.48095023386452
bitget-token,171.7502173071663
ora-protocol,163.83474402103488
build-on-bnb,160.09451250224052
spx6900,157.96867010494674
cow-protocol,155.43731345584203
puffer-finance,151.07853664446137
base-god,147.33884843480865
echelon-prime,146.03518440296017
meow,142.08507607951998
drift-protocol,141.8564434745269
livepeer,138.04680876412246
thena,137.20824988289246
metaplex,136.01266764107083
kusama,135.68626785043446
pudgy-penguins,133.55501733287818
lock-in,133.00679585613085
theta-token,132.08028620296784
selfiedogcoin,128.76532157684628
raydium,128.48414774631632
retardio,128.30387727557306
across-protocol,127.34509773871581
morphware,126.34703149835353
cat-in-a-dogs-world,126.23884408505289
alchemy-pay,126.19273075353802
pepe,126.06093566174825
liquity,124.87906038535883
jito-governance-token,122.67106279260429
minimini,121.86833370767991
vectorchat-ai,121.65876292436812
zeus-network,121.64945716898401
stader,121.46452577466702
empyreal,120.83525769599997
hyperliquid,118.77921614478278
sui,118.65212523643203
caprisun-monkey,118.29949687989155
aave,117.9234643393664
uniswap,117.84570739954472
popcat,117.64810609012649
dogecoin,117.27212936658539
cartesi,117.04344982442875
dinero-2,116.44517267815827
clearpool,115.90402244049297
the-open-network,115.85961806431409
endurance,115.84480663106415
fartcoin,115.41453033463098
celo,115.35157938706229
graphlinq-protocol,114.58568600730702
simon-s-cat,114.41059523940375
non-playable-coin,114.13793865358409
astar,114.13279042823189
chasm-ai,113.89447894326375
self-chain,113.76672889559788
vertex-protocol,113.50746626314229
flow,113.03502997038524
tron,112.48224439188783
theta-fuel,112.3076270576479
bittensor,112.19701596529657
paraswap,111.79627120217098
optimism,111.77567268715202
cardano,111.7518551811939
illuminex,111.71122321255126
conflux-token,111.69062888263123
pyth-network,111.47566259845725
ethena,111.46838343591264
billy,111.45867305838658
filecoin,111.3109035614273
render-token,111.0641512928564
inverse-finance,110.76310060122182
near,110.61998089217435
grass,109.52349895848175
velodrome-finance,109.48580351999563
zignaly,108.80470027873895
arbitrum,108.58010659183041
celestia,108.54074665216386
pixels,108.49184919967757
jupiter-exchange-solana,108.30407682678099
mina-protocol,108.2989322445921
solana,108.05124041057852
hilo-2,108.03447935661269
aerodrome-finance,107.96372925517008
ethereum,107.83738140729129
injective-protocol,107.43526079630792
sei-network,107.17989560695865
saga-2,107.04523394250147
dream-machine-token,106.76590768334547
wojak,106.68622432918829
dymension,105.67080312477064
mog-coin,105.60453163339086
stellar,105.29459662411588
blur,104.99067526727401
rollbit-coin,104.90587022644164
dogwifcoin,104.6080126620475
kaspa,104.41731972294232
io,104.37857056844722
layerzero,104.06201939858559
ripple,104.00345023055267
banana-gun,103.97655375252596
eden,103.75192467338393
pocket-network,103.54355340736375
kujira,102.94765310271518
peapods-finance,102.86301779005277
michicoin,102.50217476655229
chainlink,102.35933008876431
autonolas,102.29687080858267
akash-network,101.8202397786074
aura-on-sol,101.69210342783214
mumu-the-bull-3,100.80527756642122
crown-by-third-time-games,100.61003927792441
mantra-dao,100.05418584293761
synesis-one,99.95459130452328
bitcoin,99.84970326909803
thorchain,99.8466892988015
maple,99.47986396709534
dither,99.3008916933978
dubbz,99.27055541932448
natix-network,99.09334390553248
xnet-mobile-2,98.8370507306777
apu-s-club,98.82652381393247
wrapped-quil,98.46254423219753
helium,98.44866175991908
nosana,98.09362800018103
spectral,97.86645621894617
instadapp,96.48971614931085
harrypotterobamasonic10in,95.71418072632753
carbify,95.55005976548162
chex-token,95.27772957261092
elastic-finance-token,94.39588686622783
blockstack,94.34089101496576
only1,92.84770991151444
picasso,92.81905054300552
alephium,92.61102021164061
kamino,92.07091605317349
meta-2,91.31504612779896
monkeyhaircut,89.27542168337604
zero1-labs,89.26273428461495
aptos,88.59008867123451
contango,87.31032130670867
smoking-chicken-fish,86.97252161390394
fantom,84.47812877471216
kerosene,82.29685994552906
woman-yelling-at-cat,73.40400936361702
ait-protocol,71.95348170530968
mother-iggy,71.65940272792832
dog-with-apple-in-mouth,36.19392190233913
wazirx,33.74461440335425
swarms,0
